Stefan R.,2021-08-26T16:03:11Z,another lame influencer,0
Sharath Ramachandran,2020-02-05T13:45:03Z,Sami sorry.,1
Michelle Cruz,2019-03-07T00:09:21Z,*!Ha salido en videos con los DOSNOVENTA!* 👍🏽,2
Chi Zhang,2019-01-08T00:29:33Z,first world problems,2
Sasha Tromsa,2018-12-21T17:52:23Z,"Launching 26th Dec where, YouTube? Somewhere else? 'Cause I've marked the date in my calendar!",0
